scope,grouping,group,n_pairs,n_judgments,raw_accuracy,raw_close_accuracy,raw_far_accuracy,raw_both_correct,raw_exact_ties,pmi_accuracy,pmi_close_accuracy,pmi_far_accuracy,pmi_both_correct,pmi_exact_ties,context_accuracy,context_close_accuracy,context_far_accuracy,context_both_correct,context_exact_ties,raw_close_choice_fraction
all,condition_id+target_order+object_id,physical_placement_fronted|object_first|obj_key,32,64,0.703125,0.75,0.65625,0.46875,0,0.65625,0.375,0.9375,0.375,0,0.53125,0.1875,0.875,0.0625,0,0.546875
all,condition_id+target_order+object_id,physical_placement_person_subject|person_first|obj_key,32,64,0.796875,1.0,0.59375,0.59375,0,0.984375,1.0,0.96875,0.96875,0,0.5,0.0,1.0,0.0,0,0.703125
all,condition_id+target_order+object_id,physical_placement_person_subject|object_first|obj_key,32,64,0.609375,0.875,0.34375,0.28125,0,0.8125,0.75,0.875,0.625,0,0.5625,0.1875,0.9375,0.1875,0,0.765625
all,condition_id+target_order+object_id,physical_placement|person_first|obj_helmet,32,64,0.84375,1.0,0.6875,0.6875,0,0.703125,0.5,0.90625,0.40625,0,0.71875,0.6875,0.75,0.4375,0,0.65625
all,condition_id+target_order+object_id,physical_placement|object_first|obj_helmet,32,64,0.75,1.0,0.5,0.5,0,0.75,1.0,0.5,0.5,0,0.5625,0.40625,0.71875,0.125,0,0.75
all,condition_id+target_order+object_id,physical_placement_fronted|person_first|obj_helmet,32,64,0.953125,1.0,0.90625,0.90625,0,0.8125,0.625,1.0,0.625,0,0.734375,0.6875,0.78125,0.46875,0,0.546875
all,condition_id+target_order+object_id,physical_placement_fronted|object_first|obj_helmet,32,64,0.75,0.75,0.75,0.5625,0,0.78125,0.875,0.6875,0.59375,0,0.53125,0.28125,0.78125,0.0625,0,0.5
all,condition_id+target_order+object_id,physical_placement_person_subject|person_first|obj_helmet,32,64,0.8125,1.0,0.625,0.625,0,0.78125,0.75,0.8125,0.5625,0,0.53125,0.15625,0.90625,0.0625,0,0.6875
all,condition_id+target_order+object_id,physical_placement_person_subject|object_first|obj_helmet,32,64,0.59375,0.875,0.3125,0.25,0,0.75,1.0,0.5,0.5,0,0.484375,0.21875,0.75,0.0,0,0.78125
all,condition_id+target_order+object_id,physical_placement|person_first|obj_coin,16,32,0.90625,1.0,0.8125,0.8125,0,0.6875,0.5,0.875,0.375,0,0.6875,0.5625,0.8125,0.375,0,0.59375
all,condition_id+target_order+object_id,physical_placement|object_first|obj_coin,16,32,0.75,1.0,0.5,0.5,0,0.78125,1.0,0.5625,0.5625,0,0.625,0.3125,0.9375,0.25,0,0.75
all,condition_id+target_order+object_id,physical_placement_fronted|person_first|obj_coin,16,32,1.0,1.0,1.0,1.0,0,0.71875,0.5,0.9375,0.4375,0,0.78125,0.75,0.8125,0.5625,0,0.5
